Drug_A,MolecularWeight_A,XLogP_A,TPSA_A,Charge_A,HBondDonorCount_A,HBondAcceptorCount_A,RotatableBondCount_A,Volume3D_A,CanonicalSMILES_A,IsomericSMILES_A,Drug_B,MolecularWeight_B,XLogP_B,TPSA_B,Charge_B,HBondDonorCount_B,HBondAcceptorCount_B,RotatableBondCount_B,Volume3D_B,CanonicalSMILES_B,IsomericSMILES_B,Level
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Iohexol,821.1,-3.0,200.0,0.0,8.0,9.0,12.0,410.5,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,Major
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Iopamidol,777.1,-2.4,188.0,0.0,8.0,8.0,10.0,376.8,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,Major
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Ioversol,807.1,-3.0,200.0,0.0,8.0,9.0,12.0,399.3,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,Major
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Ioxilan,791.1,-2.4,180.0,0.0,7.0,8.0,11.0,389.7,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,Major
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Kanamycin,484.5,-6.9,283.0,0.0,11.0,15.0,6.0,335.4,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Meclofenamic acid,296.1,5.2,49.3,0.0,2.0,3.0,3.0,213.7,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Mefenamic acid,241.28,5.1,49.3,0.0,2.0,3.0,3.0,195.5,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Meloxicam,351.4,3.0,136.0,0.0,2.0,7.0,2.0,249.9,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Mercaptopurine,152.18,0.0,85.2,0.0,2.0,2.0,0.0,107.2,C1=NC2=C(N1)C(=S)N=CN2,C1=NC2=C(N1)C(=S)N=CN2,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Methoxyflurane,164.96,2.2,9.2,0.0,0.0,3.0,2.0,99.2,COC(C(Cl)Cl)(F)F,COC(C(Cl)Cl)(F)F,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Nabumetone,228.29,3.1,26.3,0.0,0.0,2.0,4.0,189.8,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Naproxen,230.26,3.3,46.5,0.0,1.0,3.0,3.0,183.5,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Nateglinide,317.4,3.2,66.4,0.0,2.0,3.0,6.0,257.2,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Neomycin,614.6,-9.0,353.0,0.0,13.0,19.0,9.0,424.1,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Pamidronic acid,235.07,-6.9,161.0,0.0,6.0,8.0,4.0,148.2,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Pentamidine,340.4,2.6,118.0,0.0,4.0,4.0,10.0,274.9,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Phenylbutazone,308.4,3.2,40.6,0.0,0.0,2.0,5.0,248.3,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Piroxicam,331.3,3.1,108.0,0.0,2.0,6.0,2.0,241.7,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Plazomicin,592.7,-6.2,269.0,0.0,11.0,15.0,13.0,432.5,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CNCCO)N)N)NC(=O)C(CCN)O)O,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)N)NC(=O)[C@H](CCN)O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Remdesivir,602.6,1.9,204.0,0.0,4.0,13.0,14.0,449.9,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Salsalate,258.23,3.0,83.8,0.0,2.0,5.0,4.0,193.0,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Streptomycin,581.6,-8.0,336.0,0.0,12.0,15.0,9.0,400.9,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Sulindac,356.4,3.4,73.6,0.0,1.0,5.0,4.0,276.7,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Telbivudine,242.23,-1.2,99.1,0.0,3.0,5.0,2.0,176.2,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Tioguanine,167.19,-0.1,111.0,0.0,3.0,2.0,0.0,116.0,C1=NC2=C(N1)C(=S)N=C(N2)N,C1=NC2=C(N1)C(=S)N=C(N2)N,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Tobramycin,467.5,-6.2,268.0,0.0,10.0,14.0,6.0,328.6,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Tolazamide,311.4,1.5,86.9,0.0,2.0,4.0,3.0,234.7,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Tolmetin,257.28,2.8,59.3,0.0,1.0,3.0,4.0,205.5,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Valaciclovir,324.34,-0.9,147.0,0.0,3.0,7.0,8.0,237.6,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Valdecoxib,314.4,2.6,94.6,0.0,1.0,5.0,3.0,236.8,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Warfarin,308.3,2.7,63.6,0.0,1.0,4.0,4.0,241.0,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,Moderate
Mesalazine,153.14,1.3,83.6,0.0,3.0,4.0,1.0,113.7,C1=CC(=C(C=C1N)C(=O)O)O,C1=CC(=C(C=C1N)C(=O)O)O,Zoledronic acid,272.09,-4.3,153.0,0.0,5.0,8.0,4.0,173.8,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,Moderate
Betamethasone,392.5,1.9,94.8,0.0,3.0,6.0,2.0,294.5,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Minor
Budesonide,430.5,2.5,93.1,0.0,2.0,6.0,4.0,325.8,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Minor
Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Moderate
Dexamethasone,392.5,1.9,94.8,0.0,3.0,6.0,2.0,295.4,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Minor
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Moderate
Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Ephedrine,165.23,0.9,32.3,0.0,2.0,2.0,3.0,138.8,CC(C(C1=CC=CC=C1)O)NC,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,Moderate
Fenfluramine,231.26,3.4,12.0,0.0,1.0,4.0,4.0,177.7,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Moderate
Levofloxacin,361.4,-0.4,73.3,0.0,1.0,8.0,2.0,265.7,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Moderate
Ondansetron,293.4,2.3,39.8,0.0,0.0,2.0,2.0,232.5,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Moderate
Palonosetron,296.4,2.8,23.6,0.0,0.0,2.0,1.0,228.0,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Moderate
Prednisolone,360.4,1.6,94.8,0.0,3.0,5.0,2.0,273.1,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Minor
Prednisone,358.4,1.5,91.7,0.0,2.0,5.0,2.0,272.4,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Minor
Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Moderate
Triamcinolone,394.4,1.2,115.0,0.0,4.0,7.0,2.0,290.6,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,Arformoterol,344.4,1.8,90.8,0.0,4.0,5.0,8.0,270.8,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,Minor
Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Aripiprazole,448.4,4.6,44.8,0.0,1.0,4.0,7.0,337.2,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Moderate
Atropine,289.4,1.8,49.8,0.0,1.0,4.0,5.0,228.6,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Aripiprazole,448.4,4.6,44.8,0.0,1.0,4.0,7.0,337.2,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Moderate
Chlorpropamide,276.74,2.3,83.7,0.0,2.0,3.0,4.0,197.4,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Aripiprazole,448.4,4.6,44.8,0.0,1.0,4.0,7.0,337.2,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Moderate
Cimetidine,252.34,0.4,114.0,0.0,3.0,4.0,7.0,196.4,CC1=C(N=CN1)CSCCNC(=NC)NC#N,CC1=C(N=CN1)CSCCNC(=NC)NC#N,Aripiprazole,448.4,4.6,44.8,0.0,1.0,4.0,7.0,337.2,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Moderate
Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Aripiprazole,448.4,4.6,44.8,0.0,1.0,4.0,7.0,337.2,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Aripiprazole,448.4,4.6,44.8,0.0,1.0,4.0,7.0,337.2,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Moderate
